,SubjectID,AssignmentID,ProblemID,Attempts,pProblemSyntaxError,pProblemSemanticError,pSubjectSyntaxError,pSubjectSemanticError,CorrectEventually,Label
770,33679030a680f82f27c52195f2df9309d0d846d440cc31ac591a01297bb9b6b1,492,128,4,770,770,0.741,0.481,True,True
771,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,1,1,771,771,0.533,0.367,True,True
772,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,3,5,772,772,0.533,0.367,True,True
773,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,5,3,773,773,0.533,0.367,True,True
774,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,12,2,774,774,0.533,0.367,True,True
775,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,13,3,775,775,0.533,0.367,True,True
776,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,232,13,776,776,0.533,0.367,True,False
777,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,233,2,777,777,0.533,0.367,True,True
778,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,234,2,778,778,0.533,0.367,True,True
779,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,235,5,779,779,0.533,0.367,True,False
780,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,439,236,2,780,780,0.533,0.367,True,True
781,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,17,2,781,781,0.533,0.367,True,True
782,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,20,3,782,782,0.533,0.367,True,True
783,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,21,1,783,783,0.533,0.367,True,True
784,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,22,1,784,784,0.533,0.367,True,True
785,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,24,1,785,785,0.533,0.367,True,True
786,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,25,6,786,786,0.533,0.367,True,True
787,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,28,6,787,787,0.533,0.367,True,True
788,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,100,2,788,788,0.533,0.367,True,True
789,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,101,11,789,789,0.533,0.367,True,True
790,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,487,102,5,790,790,0.533,0.367,True,True
791,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,31,1,791,791,0.533,0.367,True,True
792,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,32,1,792,792,0.533,0.367,True,True
793,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,33,2,793,793,0.533,0.367,True,True
794,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,34,1,794,794,0.533,0.367,True,True
795,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,36,1,795,795,0.533,0.367,True,True
796,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,37,2,796,796,0.533,0.367,True,True
797,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,38,4,797,797,0.533,0.367,True,True
798,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,39,1,798,798,0.533,0.367,True,True
799,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,40,5,799,799,0.533,0.367,True,True
800,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,492,128,6,800,800,0.533,0.367,True,True
801,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,1,1,801,801,0.828,0.517,True,True
802,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,3,3,802,802,0.828,0.517,True,True
803,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,5,2,803,803,0.828,0.517,True,True
804,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,12,2,804,804,0.828,0.517,True,True
805,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,13,2,805,805,0.828,0.517,True,True
806,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,232,2,806,806,0.828,0.517,True,True
807,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,233,7,807,807,0.828,0.517,True,False
808,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,234,2,808,808,0.828,0.517,True,True
809,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,235,1,809,809,0.828,0.517,True,True
810,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,439,236,6,810,810,0.828,0.517,True,False
811,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,17,1,811,811,0.828,0.517,True,True
812,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,20,2,812,812,0.828,0.517,True,True
813,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,21,2,813,813,0.828,0.517,True,True
814,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,22,16,814,814,0.828,0.517,True,False
815,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,24,9,815,815,0.828,0.517,True,True
816,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,25,9,816,816,0.828,0.517,True,True
817,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,28,13,817,817,0.828,0.517,True,False
818,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,100,19,818,818,0.828,0.517,True,False
819,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,101,30,819,819,0.828,0.517,True,False
820,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,487,102,34,820,820,0.828,0.517,True,False
821,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,31,13,821,821,0.828,0.517,True,False
822,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,32,2,822,822,0.828,0.517,True,True
823,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,33,5,823,823,0.828,0.517,False,False
824,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,36,8,824,824,0.828,0.517,True,False
825,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,37,2,825,825,0.828,0.517,True,True
826,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,38,8,826,826,0.828,0.517,True,True
827,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,39,31,827,827,0.828,0.517,True,False
828,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,40,2,828,828,0.828,0.517,True,True
829,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,492,128,26,829,829,0.828,0.517,True,False
830,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,1,5,830,830,0.733,0.6,True,False
831,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,3,2,831,831,0.733,0.6,True,True
832,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,5,1,832,832,0.733,0.6,True,True
833,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,12,2,833,833,0.733,0.6,True,True
834,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,13,22,834,834,0.733,0.6,True,False
835,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,232,10,835,835,0.733,0.6,True,False
836,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,233,8,836,836,0.733,0.6,True,False
837,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,234,2,837,837,0.733,0.6,True,True
838,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,235,1,838,838,0.733,0.6,True,True
839,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,439,236,5,839,839,0.733,0.6,True,True
840,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,17,3,840,840,0.733,0.6,True,False
841,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,20,2,841,841,0.733,0.6,True,True
842,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,21,4,842,842,0.733,0.6,True,False
843,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,22,21,843,843,0.733,0.6,True,False
844,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,24,5,844,844,0.733,0.6,True,True
845,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,25,14,845,845,0.733,0.6,True,False
846,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,28,9,846,846,0.733,0.6,True,False
847,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,100,12,847,847,0.733,0.6,True,False
848,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,101,40,848,848,0.733,0.6,True,False
849,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,487,102,70,849,849,0.733,0.6,True,False
850,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,31,8,850,850,0.733,0.6,True,False
851,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,32,2,851,851,0.733,0.6,True,True
852,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,33,1,852,852,0.733,0.6,True,True
853,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,34,4,853,853,0.733,0.6,True,True
854,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,36,9,854,854,0.733,0.6,True,False
855,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,37,1,855,855,0.733,0.6,True,True
856,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,38,12,856,856,0.733,0.6,True,False
857,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,39,10,857,857,0.733,0.6,True,False
858,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,40,7,858,858,0.733,0.6,True,True
859,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,492,128,1,859,859,0.733,0.6,True,True
860,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,1,1,860,860,0.733,0.5,True,True
861,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,3,2,861,861,0.733,0.5,True,True
862,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,5,1,862,862,0.733,0.5,True,True
863,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,12,1,863,863,0.733,0.5,True,True
864,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,13,30,864,864,0.733,0.5,True,False
865,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,232,15,865,865,0.733,0.5,True,False
866,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,233,3,866,866,0.733,0.5,True,True
867,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,234,1,867,867,0.733,0.5,True,True
868,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,235,2,868,868,0.733,0.5,True,True
869,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,439,236,2,869,869,0.733,0.5,True,True
870,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,17,2,870,870,0.733,0.5,True,True
871,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,20,6,871,871,0.733,0.5,True,False
872,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,21,3,872,872,0.733,0.5,True,True
873,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,22,1,873,873,0.733,0.5,True,True
874,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,24,14,874,874,0.733,0.5,True,False
875,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,25,7,875,875,0.733,0.5,True,True
876,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,28,9,876,876,0.733,0.5,True,False
877,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,100,2,877,877,0.733,0.5,True,True
878,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,101,22,878,878,0.733,0.5,True,False
879,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,487,102,26,879,879,0.733,0.5,True,False
880,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,31,1,880,880,0.733,0.5,True,True
881,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,32,25,881,881,0.733,0.5,True,False
882,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,33,1,882,882,0.733,0.5,True,True
883,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,34,2,883,883,0.733,0.5,True,True
884,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,36,6,884,884,0.733,0.5,True,True
885,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,37,2,885,885,0.733,0.5,True,True
886,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,38,23,886,886,0.733,0.5,True,False
887,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,39,4,887,887,0.733,0.5,True,True
888,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,40,17,888,888,0.733,0.5,True,False
889,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,492,128,9,889,889,0.733,0.5,True,True
890,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,1,2,890,890,0.5,0.367,True,True
891,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,3,3,891,891,0.5,0.367,True,True
892,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,5,2,892,892,0.5,0.367,True,True
893,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,12,2,893,893,0.5,0.367,True,True
894,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,13,14,894,894,0.5,0.367,True,False
895,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,232,8,895,895,0.5,0.367,True,True
896,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,233,5,896,896,0.5,0.367,True,True
897,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,234,3,897,897,0.5,0.367,True,True
898,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,235,2,898,898,0.5,0.367,True,True
899,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,439,236,24,899,899,0.5,0.367,True,False
900,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,17,1,900,900,0.5,0.367,True,True
901,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,20,5,901,901,0.5,0.367,True,True
902,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,21,1,902,902,0.5,0.367,True,True
903,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,22,1,903,903,0.5,0.367,True,True
904,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,24,4,904,904,0.5,0.367,True,True
905,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,25,8,905,905,0.5,0.367,True,True
906,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,28,4,906,906,0.5,0.367,True,True
907,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,100,1,907,907,0.5,0.367,True,True
908,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,101,11,908,908,0.5,0.367,True,True
909,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,487,102,6,909,909,0.5,0.367,True,True
910,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,31,1,910,910,0.5,0.367,True,True
911,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,32,1,911,911,0.5,0.367,True,True
912,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,33,1,912,912,0.5,0.367,True,True
913,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,34,1,913,913,0.5,0.367,True,True
914,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,36,1,914,914,0.5,0.367,True,True
915,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,37,1,915,915,0.5,0.367,True,True
916,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,38,1,916,916,0.5,0.367,True,True
917,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,39,1,917,917,0.5,0.367,True,True
918,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,40,1,918,918,0.5,0.367,True,True
919,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,492,128,1,919,919,0.5,0.367,True,True
920,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,1,13,920,920,0.7,0.433,True,False
921,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,3,9,921,921,0.7,0.433,True,False
922,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,5,6,922,922,0.7,0.433,True,False
923,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,12,2,923,923,0.7,0.433,True,True
924,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,13,38,924,924,0.7,0.433,True,False
925,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,232,5,925,925,0.7,0.433,True,True
926,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,233,4,926,926,0.7,0.433,True,True
927,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,234,1,927,927,0.7,0.433,True,True
928,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,235,30,928,928,0.7,0.433,True,False
929,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,439,236,1,929,929,0.7,0.433,True,True
930,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,17,6,930,930,0.7,0.433,True,False
931,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,20,7,931,931,0.7,0.433,True,False
932,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,21,3,932,932,0.7,0.433,True,True
933,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,22,2,933,933,0.7,0.433,True,True
934,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,24,19,934,934,0.7,0.433,True,False
935,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,25,10,935,935,0.7,0.433,True,True
936,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,28,16,936,936,0.7,0.433,True,False
937,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,100,9,937,937,0.7,0.433,True,False
938,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,101,75,938,938,0.7,0.433,True,False
939,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,487,102,23,939,939,0.7,0.433,True,False
940,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,31,1,940,940,0.7,0.433,True,True
941,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,32,1,941,941,0.7,0.433,True,True
942,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,33,1,942,942,0.7,0.433,True,True
943,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,34,24,943,943,0.7,0.433,True,False
944,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,36,3,944,944,0.7,0.433,True,True
945,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,37,2,945,945,0.7,0.433,True,True
946,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,38,1,946,946,0.7,0.433,True,True
947,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,39,3,947,947,0.7,0.433,True,True
948,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,40,1,948,948,0.7,0.433,False,False
949,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,492,128,1,949,949,0.7,0.433,True,True
950,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,1,1,950,950,0.367,0.367,True,True
951,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,3,3,951,951,0.367,0.367,True,True
952,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,5,13,952,952,0.367,0.367,True,False
953,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,12,1,953,953,0.367,0.367,True,True
954,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,13,10,954,954,0.367,0.367,True,True
955,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,232,11,955,955,0.367,0.367,True,False
956,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,233,6,956,956,0.367,0.367,True,False
957,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,234,1,957,957,0.367,0.367,True,True
958,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,235,9,958,958,0.367,0.367,True,False
959,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,439,236,4,959,959,0.367,0.367,True,True
960,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,17,1,960,960,0.367,0.367,True,True
961,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,20,1,961,961,0.367,0.367,True,True
962,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,21,2,962,962,0.367,0.367,True,True
963,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,22,1,963,963,0.367,0.367,True,True
964,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,24,8,964,964,0.367,0.367,True,True
965,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,25,4,965,965,0.367,0.367,True,True
966,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,28,1,966,966,0.367,0.367,True,True
967,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,100,6,967,967,0.367,0.367,True,True
968,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,101,2,968,968,0.367,0.367,True,True
969,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,487,102,6,969,969,0.367,0.367,True,True
970,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,31,1,970,970,0.367,0.367,True,True
971,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,32,1,971,971,0.367,0.367,True,True
972,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,33,1,972,972,0.367,0.367,True,True
973,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,34,1,973,973,0.367,0.367,True,True
974,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,36,1,974,974,0.367,0.367,True,True
975,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,37,1,975,975,0.367,0.367,True,True
976,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,492,38,2,976,976,0.367,0.367,True,True
