,SubjectID,AssignmentID,ProblemID,Attempts,pProblemSyntaxError,CorrectEventually,Label
957,26ad18ebce74087e6885d52a53bd72ae,487.0,24,1,0.65,True,True
958,26ad18ebce74087e6885d52a53bd72ae,487.0,25,20,0.545,True,False
959,26ad18ebce74087e6885d52a53bd72ae,487.0,28,24,0.538,True,False
960,26ad18ebce74087e6885d52a53bd72ae,487.0,100,6,0.667,True,False
961,26ad18ebce74087e6885d52a53bd72ae,487.0,101,53,0.692,True,False
962,26ad18ebce74087e6885d52a53bd72ae,487.0,102,37,0.756,True,False
963,26ad18ebce74087e6885d52a53bd72ae,492.0,31,1,0.409,True,True
964,26ad18ebce74087e6885d52a53bd72ae,492.0,32,1,0.586,True,True
965,26ad18ebce74087e6885d52a53bd72ae,492.0,33,1,0.552,True,True
966,26ad18ebce74087e6885d52a53bd72ae,492.0,34,2,0.563,True,True
967,26ad18ebce74087e6885d52a53bd72ae,492.0,36,1,0.515,True,True
968,26ad18ebce74087e6885d52a53bd72ae,492.0,37,1,0.528,True,True
969,26ad18ebce74087e6885d52a53bd72ae,492.0,38,4,0.591,True,True
970,26ad18ebce74087e6885d52a53bd72ae,492.0,39,1,0.478,True,True
971,26ad18ebce74087e6885d52a53bd72ae,492.0,40,1,0.657,True,True
972,26ad18ebce74087e6885d52a53bd72ae,492.0,128,3,0.509,True,True
973,27059a11c58ade9b03bde05c2ca7c285,439.0,1,1,0.358,True,True
974,27059a11c58ade9b03bde05c2ca7c285,439.0,3,1,0.404,True,True
975,27059a11c58ade9b03bde05c2ca7c285,439.0,5,1,0.412,True,True
976,27059a11c58ade9b03bde05c2ca7c285,439.0,12,2,0.326,True,True
977,27059a11c58ade9b03bde05c2ca7c285,439.0,13,3,0.794,True,True
978,27059a11c58ade9b03bde05c2ca7c285,439.0,232,1,0.688,True,True
979,27059a11c58ade9b03bde05c2ca7c285,439.0,233,1,0.425,True,True
980,27059a11c58ade9b03bde05c2ca7c285,439.0,234,1,0.524,True,True
981,27059a11c58ade9b03bde05c2ca7c285,439.0,235,1,0.379,True,True
982,27059a11c58ade9b03bde05c2ca7c285,439.0,236,1,0.518,True,True
983,27059a11c58ade9b03bde05c2ca7c285,487.0,17,1,0.268,True,True
984,27059a11c58ade9b03bde05c2ca7c285,487.0,21,1,0.254,True,True
985,27059a11c58ade9b03bde05c2ca7c285,487.0,24,1,0.65,True,True
986,27059a11c58ade9b03bde05c2ca7c285,487.0,25,3,0.545,False,False
987,27059a11c58ade9b03bde05c2ca7c285,487.0,28,1,0.538,True,True
988,27059a11c58ade9b03bde05c2ca7c285,487.0,100,1,0.667,True,True
989,27059a11c58ade9b03bde05c2ca7c285,487.0,101,3,0.692,False,False
990,27059a11c58ade9b03bde05c2ca7c285,487.0,102,1,0.756,False,False
991,27059a11c58ade9b03bde05c2ca7c285,492.0,31,1,0.409,True,True
992,27059a11c58ade9b03bde05c2ca7c285,492.0,32,10,0.586,True,False
993,27059a11c58ade9b03bde05c2ca7c285,492.0,33,2,0.552,True,True
994,27059a11c58ade9b03bde05c2ca7c285,492.0,34,1,0.563,True,True
995,27059a11c58ade9b03bde05c2ca7c285,492.0,36,1,0.515,True,True
996,27059a11c58ade9b03bde05c2ca7c285,492.0,37,1,0.528,True,True
997,27059a11c58ade9b03bde05c2ca7c285,492.0,38,1,0.591,True,True
998,27059a11c58ade9b03bde05c2ca7c285,492.0,39,1,0.478,True,True
999,27059a11c58ade9b03bde05c2ca7c285,492.0,40,4,0.657,True,True
1000,27059a11c58ade9b03bde05c2ca7c285,492.0,128,1,0.509,True,True
1001,279dc09a13b9dc662c574a804d650d95,439.0,1,1,0.358,True,True
1002,279dc09a13b9dc662c574a804d650d95,439.0,3,1,0.404,True,True
1003,279dc09a13b9dc662c574a804d650d95,439.0,5,1,0.412,True,True
1004,279dc09a13b9dc662c574a804d650d95,439.0,12,2,0.326,True,True
1005,279dc09a13b9dc662c574a804d650d95,439.0,13,5,0.794,True,True
1006,279dc09a13b9dc662c574a804d650d95,439.0,232,1,0.688,True,True
1007,279dc09a13b9dc662c574a804d650d95,439.0,233,1,0.425,True,True
1008,279dc09a13b9dc662c574a804d650d95,439.0,234,2,0.524,True,True
1009,279dc09a13b9dc662c574a804d650d95,439.0,235,1,0.379,True,True
1010,279dc09a13b9dc662c574a804d650d95,439.0,236,2,0.518,True,True
1011,279dc09a13b9dc662c574a804d650d95,487.0,17,2,0.268,True,True
1012,279dc09a13b9dc662c574a804d650d95,487.0,20,2,0.413,True,True
1013,279dc09a13b9dc662c574a804d650d95,487.0,21,1,0.254,True,True
1014,279dc09a13b9dc662c574a804d650d95,487.0,22,3,0.559,True,True
1015,279dc09a13b9dc662c574a804d650d95,487.0,24,17,0.65,True,False
1016,279dc09a13b9dc662c574a804d650d95,487.0,25,4,0.545,True,True
1017,279dc09a13b9dc662c574a804d650d95,487.0,28,3,0.538,True,True
1018,279dc09a13b9dc662c574a804d650d95,487.0,100,5,0.667,True,True
1019,279dc09a13b9dc662c574a804d650d95,487.0,101,9,0.692,True,True
1020,279dc09a13b9dc662c574a804d650d95,487.0,102,12,0.756,True,True
1021,279dc09a13b9dc662c574a804d650d95,492.0,31,1,0.409,True,True
1022,279dc09a13b9dc662c574a804d650d95,492.0,32,13,0.586,True,False
1023,279dc09a13b9dc662c574a804d650d95,492.0,33,6,0.552,True,False
1024,279dc09a13b9dc662c574a804d650d95,492.0,34,8,0.563,True,False
1025,279dc09a13b9dc662c574a804d650d95,492.0,36,3,0.515,True,True
1026,279dc09a13b9dc662c574a804d650d95,492.0,37,5,0.528,True,True
1027,279dc09a13b9dc662c574a804d650d95,492.0,38,18,0.591,True,False
1028,279dc09a13b9dc662c574a804d650d95,492.0,39,4,0.478,True,True
1029,279dc09a13b9dc662c574a804d650d95,492.0,40,5,0.657,True,True
1030,279dc09a13b9dc662c574a804d650d95,492.0,128,6,0.509,True,True
1031,29a83a8a9641bb860a679d7e5ba52d26,439.0,1,3,0.358,True,False
1032,29a83a8a9641bb860a679d7e5ba52d26,439.0,3,2,0.404,True,True
1033,29a83a8a9641bb860a679d7e5ba52d26,439.0,5,1,0.412,True,True
1034,29a83a8a9641bb860a679d7e5ba52d26,439.0,12,2,0.326,True,True
1035,29a83a8a9641bb860a679d7e5ba52d26,439.0,13,25,0.794,True,False
1036,29a83a8a9641bb860a679d7e5ba52d26,439.0,232,2,0.688,True,True
1037,29a83a8a9641bb860a679d7e5ba52d26,439.0,233,2,0.425,True,True
1038,29a83a8a9641bb860a679d7e5ba52d26,439.0,234,2,0.524,True,True
1039,29a83a8a9641bb860a679d7e5ba52d26,439.0,235,1,0.379,True,True
1040,29a83a8a9641bb860a679d7e5ba52d26,439.0,236,8,0.518,True,False
1041,29a83a8a9641bb860a679d7e5ba52d26,487.0,17,1,0.268,True,True
1042,29a83a8a9641bb860a679d7e5ba52d26,487.0,20,4,0.413,True,True
1043,29a83a8a9641bb860a679d7e5ba52d26,487.0,21,2,0.254,True,True
1044,29a83a8a9641bb860a679d7e5ba52d26,487.0,22,1,0.559,True,True
1045,29a83a8a9641bb860a679d7e5ba52d26,487.0,24,2,0.65,True,True
1046,29a83a8a9641bb860a679d7e5ba52d26,487.0,25,4,0.545,True,True
1047,29a83a8a9641bb860a679d7e5ba52d26,487.0,28,5,0.538,True,True
1048,29a83a8a9641bb860a679d7e5ba52d26,487.0,100,52,0.667,True,False
1049,29a83a8a9641bb860a679d7e5ba52d26,487.0,101,6,0.692,True,True
1050,29a83a8a9641bb860a679d7e5ba52d26,487.0,102,46,0.756,True,False
1051,29a83a8a9641bb860a679d7e5ba52d26,492.0,31,6,0.409,True,False
1052,29a83a8a9641bb860a679d7e5ba52d26,492.0,32,8,0.586,True,False
1053,29a83a8a9641bb860a679d7e5ba52d26,492.0,33,6,0.552,True,False
1054,29a83a8a9641bb860a679d7e5ba52d26,492.0,34,24,0.563,False,False
1055,29a83a8a9641bb860a679d7e5ba52d26,492.0,36,2,0.515,True,True
1056,29a83a8a9641bb860a679d7e5ba52d26,492.0,37,15,0.528,True,False
1057,29a83a8a9641bb860a679d7e5ba52d26,492.0,38,14,0.591,True,False
1058,29a83a8a9641bb860a679d7e5ba52d26,492.0,39,16,0.478,True,False
1059,29a83a8a9641bb860a679d7e5ba52d26,492.0,40,42,0.657,True,False
1060,29a83a8a9641bb860a679d7e5ba52d26,492.0,128,8,0.509,True,False
1061,2caad38a4e3a8f3f61537412ef7aa439,439.0,1,4,0.358,True,False
1062,2caad38a4e3a8f3f61537412ef7aa439,439.0,3,2,0.404,True,True
1063,2caad38a4e3a8f3f61537412ef7aa439,439.0,5,3,0.412,True,True
1064,2caad38a4e3a8f3f61537412ef7aa439,439.0,12,2,0.326,True,True
1065,2caad38a4e3a8f3f61537412ef7aa439,439.0,13,6,0.794,True,True
1066,2caad38a4e3a8f3f61537412ef7aa439,439.0,232,9,0.688,True,False
1067,2caad38a4e3a8f3f61537412ef7aa439,439.0,233,5,0.425,True,False
1068,2caad38a4e3a8f3f61537412ef7aa439,439.0,234,10,0.524,True,False
1069,2caad38a4e3a8f3f61537412ef7aa439,439.0,235,1,0.379,True,True
1070,2caad38a4e3a8f3f61537412ef7aa439,439.0,236,2,0.518,True,True
1071,2caad38a4e3a8f3f61537412ef7aa439,487.0,17,2,0.268,True,True
1072,2caad38a4e3a8f3f61537412ef7aa439,487.0,20,5,0.413,True,False
1073,2caad38a4e3a8f3f61537412ef7aa439,487.0,21,2,0.254,True,True
1074,2caad38a4e3a8f3f61537412ef7aa439,487.0,22,1,0.559,True,True
1075,2caad38a4e3a8f3f61537412ef7aa439,487.0,24,4,0.65,True,True
1076,2caad38a4e3a8f3f61537412ef7aa439,487.0,25,7,0.545,True,True
1077,2caad38a4e3a8f3f61537412ef7aa439,487.0,28,3,0.538,True,True
1078,2caad38a4e3a8f3f61537412ef7aa439,487.0,100,3,0.667,True,True
1079,2caad38a4e3a8f3f61537412ef7aa439,487.0,101,2,0.692,True,True
1080,2caad38a4e3a8f3f61537412ef7aa439,487.0,102,3,0.756,True,True
1081,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,1,1,0.358,True,True
1082,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,3,1,0.404,True,True
1083,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,5,1,0.412,True,True
1084,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,12,1,0.326,True,True
1085,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,13,7,0.794,True,True
1086,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,232,1,0.688,True,True
1087,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,233,4,0.425,True,True
1088,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,234,10,0.524,True,False
1089,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,235,1,0.379,True,True
1090,2d0122e6c17cdb89f8eed4d75b5f5eef,439.0,236,4,0.518,True,True
1091,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,17,2,0.268,True,True
1092,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,20,4,0.413,True,True
1093,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,21,1,0.254,True,True
1094,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,22,1,0.559,True,True
1095,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,24,6,0.65,True,True
1096,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,25,7,0.545,True,True
1097,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,28,1,0.538,True,True
1098,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,100,2,0.667,True,True
1099,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,101,15,0.692,True,False
1100,2d0122e6c17cdb89f8eed4d75b5f5eef,487.0,102,10,0.756,True,True
1101,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,31,4,0.409,True,True
1102,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,32,10,0.586,False,False
1103,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,33,9,0.552,False,False
1104,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,34,11,0.563,False,False
1105,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,37,6,0.528,True,False
1106,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,38,24,0.591,False,False
1107,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,39,1,0.478,False,False
1108,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,40,6,0.657,False,False
1109,2d0122e6c17cdb89f8eed4d75b5f5eef,492.0,128,11,0.509,True,False
1110,2d66aed7a5328a988f77cbaec59fc047,439.0,1,2,0.358,True,True
1111,2d66aed7a5328a988f77cbaec59fc047,439.0,3,4,0.404,True,True
1112,2d66aed7a5328a988f77cbaec59fc047,439.0,5,1,0.412,True,True
1113,2d66aed7a5328a988f77cbaec59fc047,439.0,12,1,0.326,True,True
1114,2d66aed7a5328a988f77cbaec59fc047,439.0,13,11,0.794,True,True
1115,2d66aed7a5328a988f77cbaec59fc047,439.0,232,8,0.688,True,False
1116,2d66aed7a5328a988f77cbaec59fc047,439.0,233,6,0.425,True,False
1117,2d66aed7a5328a988f77cbaec59fc047,439.0,234,1,0.524,True,True
1118,2d66aed7a5328a988f77cbaec59fc047,439.0,235,3,0.379,True,True
1119,2d66aed7a5328a988f77cbaec59fc047,439.0,236,5,0.518,True,False
1120,2d66aed7a5328a988f77cbaec59fc047,487.0,24,3,0.65,True,True
1121,2d66aed7a5328a988f77cbaec59fc047,487.0,25,3,0.545,True,True
1122,2d66aed7a5328a988f77cbaec59fc047,487.0,28,1,0.538,False,False
1123,2d66aed7a5328a988f77cbaec59fc047,487.0,100,4,0.667,True,True
1124,2d66aed7a5328a988f77cbaec59fc047,487.0,101,8,0.692,False,False
1125,2d66aed7a5328a988f77cbaec59fc047,487.0,102,3,0.756,False,False
1126,2d66aed7a5328a988f77cbaec59fc047,492.0,31,7,0.409,True,False
1127,2d66aed7a5328a988f77cbaec59fc047,492.0,32,16,0.586,False,False
1128,2d66aed7a5328a988f77cbaec59fc047,492.0,33,15,0.552,True,False
1129,2d66aed7a5328a988f77cbaec59fc047,492.0,34,9,0.563,False,False
1130,2d66aed7a5328a988f77cbaec59fc047,492.0,36,3,0.515,True,True
1131,2d66aed7a5328a988f77cbaec59fc047,492.0,37,2,0.528,True,True
1132,2d66aed7a5328a988f77cbaec59fc047,492.0,38,5,0.591,True,True
1133,2d66aed7a5328a988f77cbaec59fc047,492.0,39,10,0.478,True,False
1134,2d66aed7a5328a988f77cbaec59fc047,492.0,40,18,0.657,True,False
1135,2d66aed7a5328a988f77cbaec59fc047,492.0,128,5,0.509,True,True
1136,2e09811007f834b96935dc13e91fabbc,439.0,1,6,0.358,True,False
1137,2e09811007f834b96935dc13e91fabbc,439.0,3,5,0.404,True,False
1138,2e09811007f834b96935dc13e91fabbc,439.0,5,27,0.412,True,False
1139,2e09811007f834b96935dc13e91fabbc,439.0,12,3,0.326,True,False
1140,2e09811007f834b96935dc13e91fabbc,439.0,13,20,0.794,False,False
1141,2e09811007f834b96935dc13e91fabbc,439.0,232,21,0.688,True,False
1142,2e09811007f834b96935dc13e91fabbc,439.0,233,35,0.425,False,False
1143,2e09811007f834b96935dc13e91fabbc,439.0,234,8,0.524,True,False
1144,2e09811007f834b96935dc13e91fabbc,439.0,235,11,0.379,False,False
1145,2e09811007f834b96935dc13e91fabbc,439.0,236,3,0.518,True,True
1146,2e09811007f834b96935dc13e91fabbc,487.0,17,2,0.268,True,True
1147,2e09811007f834b96935dc13e91fabbc,487.0,20,6,0.413,True,False
1148,2e09811007f834b96935dc13e91fabbc,487.0,21,1,0.254,True,True
1149,2e09811007f834b96935dc13e91fabbc,487.0,22,1,0.559,True,True
1150,2e09811007f834b96935dc13e91fabbc,487.0,24,8,0.65,True,False
1151,2e09811007f834b96935dc13e91fabbc,487.0,25,1,0.545,True,True
1152,2e09811007f834b96935dc13e91fabbc,487.0,28,9,0.538,True,False
1153,2e09811007f834b96935dc13e91fabbc,487.0,100,2,0.667,True,True
1154,2e09811007f834b96935dc13e91fabbc,487.0,101,8,0.692,False,False
1155,2e09811007f834b96935dc13e91fabbc,487.0,102,2,0.756,True,True
1156,2e09811007f834b96935dc13e91fabbc,492.0,31,1,0.409,True,True
1157,2e09811007f834b96935dc13e91fabbc,492.0,32,2,0.586,True,True
1158,2e09811007f834b96935dc13e91fabbc,492.0,33,4,0.552,True,True
1159,2e09811007f834b96935dc13e91fabbc,492.0,34,1,0.563,True,True
1160,2e09811007f834b96935dc13e91fabbc,492.0,36,4,0.515,True,True
1161,2e09811007f834b96935dc13e91fabbc,492.0,37,6,0.528,True,False
1162,2e09811007f834b96935dc13e91fabbc,492.0,38,6,0.591,True,True
1163,2e09811007f834b96935dc13e91fabbc,492.0,39,1,0.478,True,True
1164,2e09811007f834b96935dc13e91fabbc,492.0,40,2,0.657,True,True
1165,2e09811007f834b96935dc13e91fabbc,492.0,128,10,0.509,False,False
1166,2e0a791950a53842e60d83295368cdff,439.0,1,1,0.358,True,True
1167,2e0a791950a53842e60d83295368cdff,439.0,3,3,0.404,True,True
1168,2e0a791950a53842e60d83295368cdff,439.0,5,3,0.412,True,True
1169,2e0a791950a53842e60d83295368cdff,439.0,12,1,0.326,True,True
1170,2e0a791950a53842e60d83295368cdff,439.0,13,1,0.794,True,True
1171,2e0a791950a53842e60d83295368cdff,439.0,232,3,0.688,True,True
1172,2e0a791950a53842e60d83295368cdff,439.0,233,5,0.425,True,False
1173,2e0a791950a53842e60d83295368cdff,439.0,234,2,0.524,True,True
1174,2e0a791950a53842e60d83295368cdff,439.0,235,1,0.379,True,True
1175,2e0a791950a53842e60d83295368cdff,439.0,236,1,0.518,True,True
1176,2e0a791950a53842e60d83295368cdff,487.0,17,3,0.268,True,False
1177,2e0a791950a53842e60d83295368cdff,487.0,20,1,0.413,True,True
1178,2e0a791950a53842e60d83295368cdff,487.0,21,1,0.254,True,True
1179,2e0a791950a53842e60d83295368cdff,487.0,22,1,0.559,True,True
1180,2e0a791950a53842e60d83295368cdff,487.0,24,2,0.65,True,True
1181,2e0a791950a53842e60d83295368cdff,487.0,25,7,0.545,True,True
1182,2e0a791950a53842e60d83295368cdff,487.0,28,2,0.538,True,True
1183,2e0a791950a53842e60d83295368cdff,487.0,100,1,0.667,True,True
1184,2e0a791950a53842e60d83295368cdff,487.0,101,2,0.692,True,True
1185,2e0a791950a53842e60d83295368cdff,487.0,102,4,0.756,True,True
1186,2e0a791950a53842e60d83295368cdff,492.0,31,1,0.409,True,True
1187,2e0a791950a53842e60d83295368cdff,492.0,32,7,0.586,True,True
1188,2e0a791950a53842e60d83295368cdff,492.0,33,7,0.552,True,False
1189,2e0a791950a53842e60d83295368cdff,492.0,36,3,0.515,True,True
1190,2e0a791950a53842e60d83295368cdff,492.0,37,1,0.528,True,True
1191,2e0a791950a53842e60d83295368cdff,492.0,38,3,0.591,True,True
1192,2e0a791950a53842e60d83295368cdff,492.0,39,4,0.478,True,True
1193,2e0a791950a53842e60d83295368cdff,492.0,40,3,0.657,True,True
1194,2e0a791950a53842e60d83295368cdff,492.0,128,4,0.509,True,True
1195,2e945b99f24f789d68d85ee332131c93,439.0,1,1,0.358,True,True
1196,2e945b99f24f789d68d85ee332131c93,439.0,3,8,0.404,True,False
1197,2e945b99f24f789d68d85ee332131c93,439.0,5,10,0.412,True,False
1198,2e945b99f24f789d68d85ee332131c93,439.0,12,3,0.326,True,False
1199,2e945b99f24f789d68d85ee332131c93,439.0,13,10,0.794,True,True
1200,2e945b99f24f789d68d85ee332131c93,439.0,232,8,0.688,True,False
1201,2e945b99f24f789d68d85ee332131c93,439.0,233,9,0.425,True,False
1202,2e945b99f24f789d68d85ee332131c93,439.0,234,10,0.524,True,False
1203,2e945b99f24f789d68d85ee332131c93,439.0,235,6,0.379,True,False
1204,2e945b99f24f789d68d85ee332131c93,439.0,236,3,0.518,True,True
1205,2e945b99f24f789d68d85ee332131c93,487.0,17,4,0.268,True,False
1206,2e945b99f24f789d68d85ee332131c93,487.0,20,2,0.413,True,True
1207,2e945b99f24f789d68d85ee332131c93,487.0,21,1,0.254,True,True
1208,2e945b99f24f789d68d85ee332131c93,487.0,22,2,0.559,True,True
1209,2e945b99f24f789d68d85ee332131c93,487.0,24,2,0.65,True,True
1210,2e945b99f24f789d68d85ee332131c93,487.0,25,4,0.545,True,True
1211,2e945b99f24f789d68d85ee332131c93,487.0,28,6,0.538,True,False
1212,2e945b99f24f789d68d85ee332131c93,487.0,100,6,0.667,True,False
1213,2e945b99f24f789d68d85ee332131c93,487.0,101,4,0.692,True,True
1214,2e945b99f24f789d68d85ee332131c93,487.0,102,7,0.756,True,True
1215,2e945b99f24f789d68d85ee332131c93,492.0,31,1,0.409,True,True
1216,2e945b99f24f789d68d85ee332131c93,492.0,32,3,0.586,True,True
1217,2e945b99f24f789d68d85ee332131c93,492.0,33,2,0.552,True,True
1218,2e945b99f24f789d68d85ee332131c93,492.0,34,3,0.563,True,True
1219,2e945b99f24f789d68d85ee332131c93,492.0,36,1,0.515,True,True
1220,2e945b99f24f789d68d85ee332131c93,492.0,37,1,0.528,True,True
1221,2e945b99f24f789d68d85ee332131c93,492.0,38,3,0.591,True,True
1222,2e945b99f24f789d68d85ee332131c93,492.0,39,3,0.478,True,True
1223,2e945b99f24f789d68d85ee332131c93,492.0,40,2,0.657,True,True
1224,2e945b99f24f789d68d85ee332131c93,492.0,128,1,0.509,True,True
1225,2f093e72fa038b855c80131ec3fba75c,439.0,1,1,0.358,True,True
1226,2f093e72fa038b855c80131ec3fba75c,439.0,3,3,0.404,True,True
1227,2f093e72fa038b855c80131ec3fba75c,439.0,5,3,0.412,True,True
1228,2f093e72fa038b855c80131ec3fba75c,439.0,12,1,0.326,True,True
1229,2f093e72fa038b855c80131ec3fba75c,439.0,13,16,0.794,True,False
1230,2f093e72fa038b855c80131ec3fba75c,439.0,232,3,0.688,True,True
1231,2f093e72fa038b855c80131ec3fba75c,439.0,233,5,0.425,True,False
1232,2f093e72fa038b855c80131ec3fba75c,439.0,234,1,0.524,True,True
1233,2f093e72fa038b855c80131ec3fba75c,439.0,235,1,0.379,True,True
1234,2f093e72fa038b855c80131ec3fba75c,439.0,236,1,0.518,True,True
1235,2f093e72fa038b855c80131ec3fba75c,487.0,17,2,0.268,True,True
1236,2f093e72fa038b855c80131ec3fba75c,487.0,20,2,0.413,True,True
1237,2f093e72fa038b855c80131ec3fba75c,487.0,21,1,0.254,True,True
1238,2f093e72fa038b855c80131ec3fba75c,487.0,22,3,0.559,True,True
1239,2f093e72fa038b855c80131ec3fba75c,487.0,24,2,0.65,True,True
1240,2f093e72fa038b855c80131ec3fba75c,487.0,25,9,0.545,True,False
1241,2f093e72fa038b855c80131ec3fba75c,487.0,28,2,0.538,True,True
1242,2f093e72fa038b855c80131ec3fba75c,487.0,100,4,0.667,True,True
1243,2f093e72fa038b855c80131ec3fba75c,487.0,101,11,0.692,True,False
1244,2f093e72fa038b855c80131ec3fba75c,487.0,102,21,0.756,True,False
1245,2f093e72fa038b855c80131ec3fba75c,492.0,31,7,0.409,True,False
1246,2f093e72fa038b855c80131ec3fba75c,492.0,32,14,0.586,True,False
1247,2f093e72fa038b855c80131ec3fba75c,492.0,33,7,0.552,True,False
1248,2f093e72fa038b855c80131ec3fba75c,492.0,34,7,0.563,True,False
1249,2f093e72fa038b855c80131ec3fba75c,492.0,36,3,0.515,True,True
1250,2f093e72fa038b855c80131ec3fba75c,492.0,37,2,0.528,True,True
1251,2f093e72fa038b855c80131ec3fba75c,492.0,38,26,0.591,True,False
1252,2f093e72fa038b855c80131ec3fba75c,492.0,39,18,0.478,True,False
1253,2f093e72fa038b855c80131ec3fba75c,492.0,40,20,0.657,True,False
1254,2f093e72fa038b855c80131ec3fba75c,492.0,128,11,0.509,True,False
1255,2f0f2f6da6992b9ca06b907a9e803296,439.0,1,1,0.358,True,True
1256,2f0f2f6da6992b9ca06b907a9e803296,439.0,3,1,0.404,True,True
1257,2f0f2f6da6992b9ca06b907a9e803296,439.0,5,2,0.412,True,True
1258,2f0f2f6da6992b9ca06b907a9e803296,439.0,12,1,0.326,True,True
1259,2f0f2f6da6992b9ca06b907a9e803296,439.0,13,19,0.794,True,False
1260,2f0f2f6da6992b9ca06b907a9e803296,439.0,232,2,0.688,True,True
1261,2f0f2f6da6992b9ca06b907a9e803296,439.0,233,1,0.425,True,True
1262,2f0f2f6da6992b9ca06b907a9e803296,439.0,234,8,0.524,True,False
1263,2f0f2f6da6992b9ca06b907a9e803296,439.0,235,2,0.379,True,True
1264,2f0f2f6da6992b9ca06b907a9e803296,439.0,236,1,0.518,True,True
1265,2f0f2f6da6992b9ca06b907a9e803296,487.0,17,1,0.268,True,True
1266,2f0f2f6da6992b9ca06b907a9e803296,487.0,20,1,0.413,True,True
1267,2f0f2f6da6992b9ca06b907a9e803296,487.0,21,1,0.254,True,True
1268,2f0f2f6da6992b9ca06b907a9e803296,487.0,22,3,0.559,True,True
1269,2f0f2f6da6992b9ca06b907a9e803296,487.0,24,4,0.65,True,True
1270,2f0f2f6da6992b9ca06b907a9e803296,487.0,25,1,0.545,True,True
1271,2f0f2f6da6992b9ca06b907a9e803296,487.0,100,2,0.667,True,True
1272,2f0f2f6da6992b9ca06b907a9e803296,487.0,101,1,0.692,True,True
1273,2f0f2f6da6992b9ca06b907a9e803296,492.0,31,1,0.409,True,True
1274,2f0f2f6da6992b9ca06b907a9e803296,492.0,32,1,0.586,True,True
1275,2f0f2f6da6992b9ca06b907a9e803296,492.0,33,1,0.552,True,True
1276,2f0f2f6da6992b9ca06b907a9e803296,492.0,34,1,0.563,True,True
1277,2f0f2f6da6992b9ca06b907a9e803296,492.0,36,1,0.515,True,True
1278,2f0f2f6da6992b9ca06b907a9e803296,492.0,37,1,0.528,True,True
1279,2f0f2f6da6992b9ca06b907a9e803296,492.0,38,1,0.591,True,True
1280,2f0f2f6da6992b9ca06b907a9e803296,492.0,39,1,0.478,True,True
1281,2f0f2f6da6992b9ca06b907a9e803296,492.0,40,3,0.657,True,True
1282,2f0f2f6da6992b9ca06b907a9e803296,492.0,128,1,0.509,True,True
1283,2f27e0f4118efff145aeecd8367fbb37,439.0,1,3,0.358,True,False
1284,2f27e0f4118efff145aeecd8367fbb37,439.0,3,5,0.404,True,False
1285,2f27e0f4118efff145aeecd8367fbb37,439.0,5,4,0.412,True,True
1286,2f27e0f4118efff145aeecd8367fbb37,439.0,12,1,0.326,True,True
1287,2f27e0f4118efff145aeecd8367fbb37,439.0,13,12,0.794,True,False
1288,2f27e0f4118efff145aeecd8367fbb37,439.0,232,11,0.688,True,False
1289,2f27e0f4118efff145aeecd8367fbb37,439.0,233,2,0.425,True,True
1290,2f27e0f4118efff145aeecd8367fbb37,439.0,234,6,0.524,True,False
1291,2f27e0f4118efff145aeecd8367fbb37,439.0,235,12,0.379,True,False
1292,2f27e0f4118efff145aeecd8367fbb37,439.0,236,4,0.518,True,True
1293,2f27e0f4118efff145aeecd8367fbb37,487.0,17,1,0.268,True,True
1294,2f27e0f4118efff145aeecd8367fbb37,487.0,20,1,0.413,True,True
1295,2f27e0f4118efff145aeecd8367fbb37,487.0,21,1,0.254,True,True
1296,2f27e0f4118efff145aeecd8367fbb37,487.0,22,1,0.559,True,True
1297,2f27e0f4118efff145aeecd8367fbb37,487.0,24,12,0.65,True,False
1298,2f27e0f4118efff145aeecd8367fbb37,487.0,25,5,0.545,True,True
1299,2f27e0f4118efff145aeecd8367fbb37,487.0,28,1,0.538,True,True
