SubjectID,AssignmentID,ProblemID,Attempts,pProblemSyntaxError,pProblemSemanticError,pSubjectSyntaxError,pSubjectSemanticError,CorrectEventually,Label,pCorrectProblem,pMedian
376dc62eeb4b777df0f1e58a91a7818f,492,128,5,0.509,0.457,0.633,0.533,TRUE,TRUE,0.417391304,2
37b1fe960daba91fffadbdb5a3a9db15,439,1,2,0.358,0.261,0.833,0.833,TRUE,TRUE,0.504424779,1
37b1fe960daba91fffadbdb5a3a9db15,439,3,8,0.404,0.462,0.833,0.833,TRUE,FALSE,0.391111111,2
37b1fe960daba91fffadbdb5a3a9db15,439,5,4,0.412,0.389,0.833,0.833,TRUE,TRUE,0.469026549,2
37b1fe960daba91fffadbdb5a3a9db15,439,12,2,0.326,0.121,0.833,0.833,TRUE,TRUE,0.602678571,1
37b1fe960daba91fffadbdb5a3a9db15,439,13,4,0.794,0.382,0.833,0.833,TRUE,TRUE,0.167381974,5
37b1fe960daba91fffadbdb5a3a9db15,439,232,11,0.688,0.307,0.833,0.833,TRUE,FALSE,0.277056277,3
37b1fe960daba91fffadbdb5a3a9db15,439,233,7,0.425,0.381,0.833,0.833,TRUE,FALSE,0.424778761,2
37b1fe960daba91fffadbdb5a3a9db15,439,234,1,0.524,0.317,0.833,0.833,TRUE,TRUE,0.365638767,2
37b1fe960daba91fffadbdb5a3a9db15,439,235,8,0.379,0.507,0.833,0.833,TRUE,FALSE,0.396475771,2
37b1fe960daba91fffadbdb5a3a9db15,439,236,6,0.518,0.319,0.833,0.833,TRUE,FALSE,0.39380531,2
37b1fe960daba91fffadbdb5a3a9db15,487,17,17,0.268,0.177,0.833,0.833,TRUE,FALSE,0.660287081,1
37b1fe960daba91fffadbdb5a3a9db15,487,20,6,0.413,0.567,0.833,0.833,TRUE,FALSE,0.326923077,3
37b1fe960daba91fffadbdb5a3a9db15,487,21,4,0.254,0.196,0.833,0.833,FALSE,FALSE,0.636363636,1
37b1fe960daba91fffadbdb5a3a9db15,487,22,5,0.559,0.275,0.833,0.833,TRUE,FALSE,0.397058824,2
37b1fe960daba91fffadbdb5a3a9db15,487,24,8,0.65,0.601,0.833,0.833,TRUE,FALSE,0.215246637,4
37b1fe960daba91fffadbdb5a3a9db15,487,25,9,0.545,0.592,0.833,0.833,FALSE,FALSE,0.303317536,3
37b1fe960daba91fffadbdb5a3a9db15,487,28,5,0.538,0.423,0.833,0.833,TRUE,TRUE,0.355769231,2
37b1fe960daba91fffadbdb5a3a9db15,487,100,8,0.667,0.306,0.833,0.833,TRUE,FALSE,0.300925926,2
37b1fe960daba91fffadbdb5a3a9db15,487,101,37,0.692,0.748,0.833,0.833,FALSE,FALSE,0.130841121,6
37b1fe960daba91fffadbdb5a3a9db15,487,102,13,0.756,0.598,0.833,0.833,FALSE,FALSE,0.205741627,6
37b1fe960daba91fffadbdb5a3a9db15,492,32,4,0.586,0.359,0.833,0.833,FALSE,FALSE,0.368181818,3.5
37b1fe960daba91fffadbdb5a3a9db15,492,38,10,0.591,0.622,0.833,0.833,FALSE,FALSE,0.304347826,4
37b1fe960daba91fffadbdb5a3a9db15,492,40,5,0.657,0.588,0.833,0.833,FALSE,FALSE,0.244635193,4
37b1fe960daba91fffadbdb5a3a9db15,492,128,11,0.509,0.457,0.833,0.833,FALSE,FALSE,0.417391304,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,1,3,0.358,0.261,0.5,0.8,TRUE,FALSE,0.504424779,1
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,3,3,0.404,0.462,0.5,0.8,TRUE,TRUE,0.391111111,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,5,1,0.412,0.389,0.5,0.8,TRUE,TRUE,0.469026549,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,12,6,0.326,0.121,0.5,0.8,TRUE,FALSE,0.602678571,1
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,13,2,0.794,0.382,0.5,0.8,TRUE,TRUE,0.167381974,5
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,232,2,0.688,0.307,0.5,0.8,TRUE,TRUE,0.277056277,3
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,233,2,0.425,0.381,0.5,0.8,TRUE,TRUE,0.424778761,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,234,2,0.524,0.317,0.5,0.8,TRUE,TRUE,0.365638767,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,235,1,0.379,0.507,0.5,0.8,TRUE,TRUE,0.396475771,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,439,236,1,0.518,0.319,0.5,0.8,TRUE,TRUE,0.39380531,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,31,4,0.409,0.342,0.5,0.8,TRUE,TRUE,0.502222222,1
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,32,16,0.586,0.359,0.5,0.8,TRUE,FALSE,0.368181818,3.5
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,33,12,0.552,0.363,0.5,0.8,TRUE,FALSE,0.399103139,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,34,7,0.563,0.441,0.5,0.8,FALSE,FALSE,0.389671362,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,36,5,0.515,0.423,0.5,0.8,TRUE,FALSE,0.392070485,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,37,6,0.528,0.386,0.5,0.8,FALSE,FALSE,0.386266094,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,38,12,0.591,0.622,0.5,0.8,FALSE,FALSE,0.304347826,4
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,39,2,0.478,0.473,0.5,0.8,TRUE,TRUE,0.415929204,2
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,40,14,0.657,0.588,0.5,0.8,TRUE,FALSE,0.244635193,4
3b0cc5f591dd5b8dacb0c8e01546b2b4,492,128,10,0.509,0.457,0.5,0.8,TRUE,FALSE,0.417391304,2
3c82c42719365742090eb207695a1055,487,17,7,0.268,0.177,0.765,0.471,TRUE,FALSE,0.660287081,1
3c82c42719365742090eb207695a1055,487,20,2,0.413,0.567,0.765,0.471,TRUE,TRUE,0.326923077,3
3c82c42719365742090eb207695a1055,487,21,1,0.254,0.196,0.765,0.471,TRUE,TRUE,0.636363636,1
3c82c42719365742090eb207695a1055,487,22,2,0.559,0.275,0.765,0.471,TRUE,TRUE,0.397058824,2
3c82c42719365742090eb207695a1055,487,24,2,0.65,0.601,0.765,0.471,TRUE,TRUE,0.215246637,4
3c82c42719365742090eb207695a1055,487,25,1,0.545,0.592,0.765,0.471,TRUE,TRUE,0.303317536,3
3c82c42719365742090eb207695a1055,487,28,1,0.538,0.423,0.765,0.471,TRUE,TRUE,0.355769231,2
3c82c42719365742090eb207695a1055,487,100,2,0.667,0.306,0.765,0.471,TRUE,TRUE,0.300925926,2
3c82c42719365742090eb207695a1055,487,101,2,0.692,0.748,0.765,0.471,TRUE,TRUE,0.130841121,6
3c82c42719365742090eb207695a1055,487,102,7,0.756,0.598,0.765,0.471,TRUE,TRUE,0.205741627,6
3c82c42719365742090eb207695a1055,492,31,12,0.409,0.342,0.765,0.471,TRUE,FALSE,0.502222222,1
3c82c42719365742090eb207695a1055,492,36,6,0.515,0.423,0.765,0.471,TRUE,FALSE,0.392070485,2
3c82c42719365742090eb207695a1055,492,37,8,0.528,0.386,0.765,0.471,TRUE,FALSE,0.386266094,2
3c82c42719365742090eb207695a1055,492,38,21,0.591,0.622,0.765,0.471,FALSE,FALSE,0.304347826,4
3c82c42719365742090eb207695a1055,492,39,7,0.478,0.473,0.765,0.471,TRUE,FALSE,0.415929204,2
3c82c42719365742090eb207695a1055,492,40,23,0.657,0.588,0.765,0.471,TRUE,FALSE,0.244635193,4
3c82c42719365742090eb207695a1055,492,128,10,0.509,0.457,0.765,0.471,TRUE,FALSE,0.417391304,2
40195594f1244e7ec627b1c6a5a35585,439,1,2,0.358,0.261,0.769,0.692,TRUE,TRUE,0.504424779,1
40195594f1244e7ec627b1c6a5a35585,439,3,3,0.404,0.462,0.769,0.692,TRUE,TRUE,0.391111111,2
40195594f1244e7ec627b1c6a5a35585,439,5,6,0.412,0.389,0.769,0.692,TRUE,FALSE,0.469026549,2
40195594f1244e7ec627b1c6a5a35585,439,12,2,0.326,0.121,0.769,0.692,TRUE,TRUE,0.602678571,1
40195594f1244e7ec627b1c6a5a35585,439,13,12,0.794,0.382,0.769,0.692,TRUE,FALSE,0.167381974,5
40195594f1244e7ec627b1c6a5a35585,439,232,13,0.688,0.307,0.769,0.692,TRUE,FALSE,0.277056277,3
40195594f1244e7ec627b1c6a5a35585,439,233,15,0.425,0.381,0.769,0.692,TRUE,FALSE,0.424778761,2
40195594f1244e7ec627b1c6a5a35585,439,234,4,0.524,0.317,0.769,0.692,TRUE,TRUE,0.365638767,2
40195594f1244e7ec627b1c6a5a35585,439,235,1,0.379,0.507,0.769,0.692,TRUE,TRUE,0.396475771,2
40195594f1244e7ec627b1c6a5a35585,439,236,21,0.518,0.319,0.769,0.692,TRUE,FALSE,0.39380531,2
40195594f1244e7ec627b1c6a5a35585,487,24,6,0.65,0.601,0.769,0.692,TRUE,TRUE,0.215246637,4
40195594f1244e7ec627b1c6a5a35585,487,100,8,0.667,0.306,0.769,0.692,TRUE,FALSE,0.300925926,2
40195594f1244e7ec627b1c6a5a35585,487,101,39,0.692,0.748,0.769,0.692,TRUE,FALSE,0.130841121,6
4129304d04cff4cb688585ffd88c45fd,439,1,1,0.358,0.261,0.536,0.286,TRUE,TRUE,0.504424779,1
4129304d04cff4cb688585ffd88c45fd,439,3,4,0.404,0.462,0.536,0.286,TRUE,TRUE,0.391111111,2
4129304d04cff4cb688585ffd88c45fd,439,5,9,0.412,0.389,0.536,0.286,TRUE,FALSE,0.469026549,2
4129304d04cff4cb688585ffd88c45fd,439,12,1,0.326,0.121,0.536,0.286,TRUE,TRUE,0.602678571,1
4129304d04cff4cb688585ffd88c45fd,439,13,1,0.794,0.382,0.536,0.286,TRUE,TRUE,0.167381974,5
4129304d04cff4cb688585ffd88c45fd,439,232,1,0.688,0.307,0.536,0.286,TRUE,TRUE,0.277056277,3
4129304d04cff4cb688585ffd88c45fd,439,233,4,0.425,0.381,0.536,0.286,TRUE,TRUE,0.424778761,2
4129304d04cff4cb688585ffd88c45fd,439,234,4,0.524,0.317,0.536,0.286,TRUE,TRUE,0.365638767,2
4129304d04cff4cb688585ffd88c45fd,439,235,1,0.379,0.507,0.536,0.286,TRUE,TRUE,0.396475771,2
4129304d04cff4cb688585ffd88c45fd,439,236,3,0.518,0.319,0.536,0.286,TRUE,TRUE,0.39380531,2
4129304d04cff4cb688585ffd88c45fd,487,17,1,0.268,0.177,0.536,0.286,TRUE,TRUE,0.660287081,1
4129304d04cff4cb688585ffd88c45fd,487,20,2,0.413,0.567,0.536,0.286,TRUE,TRUE,0.326923077,3
4129304d04cff4cb688585ffd88c45fd,487,21,3,0.254,0.196,0.536,0.286,TRUE,FALSE,0.636363636,1
4129304d04cff4cb688585ffd88c45fd,487,22,6,0.559,0.275,0.536,0.286,FALSE,FALSE,0.397058824,2
4129304d04cff4cb688585ffd88c45fd,487,24,1,0.65,0.601,0.536,0.286,TRUE,TRUE,0.215246637,4
4129304d04cff4cb688585ffd88c45fd,487,25,3,0.545,0.592,0.536,0.286,FALSE,FALSE,0.303317536,3
4129304d04cff4cb688585ffd88c45fd,487,28,2,0.538,0.423,0.536,0.286,TRUE,TRUE,0.355769231,2
4129304d04cff4cb688585ffd88c45fd,487,100,1,0.667,0.306,0.536,0.286,TRUE,TRUE,0.300925926,2
4129304d04cff4cb688585ffd88c45fd,487,101,9,0.692,0.748,0.536,0.286,TRUE,TRUE,0.130841121,6
4129304d04cff4cb688585ffd88c45fd,487,102,3,0.756,0.598,0.536,0.286,TRUE,TRUE,0.205741627,6
4129304d04cff4cb688585ffd88c45fd,492,31,1,0.409,0.342,0.536,0.286,TRUE,TRUE,0.502222222,1
4129304d04cff4cb688585ffd88c45fd,492,33,4,0.552,0.363,0.536,0.286,TRUE,TRUE,0.399103139,2
4129304d04cff4cb688585ffd88c45fd,492,36,3,0.515,0.423,0.536,0.286,FALSE,FALSE,0.392070485,2
4129304d04cff4cb688585ffd88c45fd,492,37,1,0.528,0.386,0.536,0.286,TRUE,TRUE,0.386266094,2
4129304d04cff4cb688585ffd88c45fd,492,38,2,0.591,0.622,0.536,0.286,TRUE,TRUE,0.304347826,4
4129304d04cff4cb688585ffd88c45fd,492,39,3,0.478,0.473,0.536,0.286,TRUE,TRUE,0.415929204,2
4129304d04cff4cb688585ffd88c45fd,492,40,3,0.657,0.588,0.536,0.286,TRUE,TRUE,0.244635193,4
4129304d04cff4cb688585ffd88c45fd,492,128,1,0.509,0.457,0.536,0.286,TRUE,TRUE,0.417391304,2
4204dc3a11678c6b1d0be57cfe0a21b0,439,1,2,0.358,0.261,0.567,0.633,TRUE,TRUE,0.504424779,1
4204dc3a11678c6b1d0be57cfe0a21b0,439,3,5,0.404,0.462,0.567,0.633,TRUE,FALSE,0.391111111,2
4204dc3a11678c6b1d0be57cfe0a21b0,439,5,1,0.412,0.389,0.567,0.633,TRUE,TRUE,0.469026549,2
4204dc3a11678c6b1d0be57cfe0a21b0,439,12,1,0.326,0.121,0.567,0.633,TRUE,TRUE,0.602678571,1
4204dc3a11678c6b1d0be57cfe0a21b0,439,13,8,0.794,0.382,0.567,0.633,TRUE,TRUE,0.167381974,5
4204dc3a11678c6b1d0be57cfe0a21b0,439,232,6,0.688,0.307,0.567,0.633,TRUE,TRUE,0.277056277,3
4204dc3a11678c6b1d0be57cfe0a21b0,439,233,1,0.425,0.381,0.567,0.633,TRUE,TRUE,0.424778761,2
4204dc3a11678c6b1d0be57cfe0a21b0,439,234,1,0.524,0.317,0.567,0.633,TRUE,TRUE,0.365638767,2
4204dc3a11678c6b1d0be57cfe0a21b0,439,235,1,0.379,0.507,0.567,0.633,TRUE,TRUE,0.396475771,2
4204dc3a11678c6b1d0be57cfe0a21b0,439,236,10,0.518,0.319,0.567,0.633,TRUE,FALSE,0.39380531,2
4204dc3a11678c6b1d0be57cfe0a21b0,487,17,1,0.268,0.177,0.567,0.633,TRUE,TRUE,0.660287081,1
4204dc3a11678c6b1d0be57cfe0a21b0,487,20,7,0.413,0.567,0.567,0.633,TRUE,FALSE,0.326923077,3
4204dc3a11678c6b1d0be57cfe0a21b0,487,21,4,0.254,0.196,0.567,0.633,TRUE,FALSE,0.636363636,1
4204dc3a11678c6b1d0be57cfe0a21b0,487,22,9,0.559,0.275,0.567,0.633,TRUE,FALSE,0.397058824,2
4204dc3a11678c6b1d0be57cfe0a21b0,487,24,6,0.65,0.601,0.567,0.633,TRUE,TRUE,0.215246637,4
4204dc3a11678c6b1d0be57cfe0a21b0,487,25,5,0.545,0.592,0.567,0.633,TRUE,TRUE,0.303317536,3
4204dc3a11678c6b1d0be57cfe0a21b0,487,28,2,0.538,0.423,0.567,0.633,TRUE,TRUE,0.355769231,2
4204dc3a11678c6b1d0be57cfe0a21b0,487,100,2,0.667,0.306,0.567,0.633,TRUE,TRUE,0.300925926,2
4204dc3a11678c6b1d0be57cfe0a21b0,487,101,9,0.692,0.748,0.567,0.633,TRUE,TRUE,0.130841121,6
4204dc3a11678c6b1d0be57cfe0a21b0,487,102,8,0.756,0.598,0.567,0.633,TRUE,TRUE,0.205741627,6
4204dc3a11678c6b1d0be57cfe0a21b0,492,31,11,0.409,0.342,0.567,0.633,TRUE,FALSE,0.502222222,1
4204dc3a11678c6b1d0be57cfe0a21b0,492,32,1,0.586,0.359,0.567,0.633,TRUE,TRUE,0.368181818,3.5
4204dc3a11678c6b1d0be57cfe0a21b0,492,33,2,0.552,0.363,0.567,0.633,TRUE,TRUE,0.399103139,2
4204dc3a11678c6b1d0be57cfe0a21b0,492,34,12,0.563,0.441,0.567,0.633,TRUE,FALSE,0.389671362,2
4204dc3a11678c6b1d0be57cfe0a21b0,492,36,1,0.515,0.423,0.567,0.633,TRUE,TRUE,0.392070485,2
4204dc3a11678c6b1d0be57cfe0a21b0,492,37,3,0.528,0.386,0.567,0.633,TRUE,TRUE,0.386266094,2
4204dc3a11678c6b1d0be57cfe0a21b0,492,38,2,0.591,0.622,0.567,0.633,TRUE,TRUE,0.304347826,4
4204dc3a11678c6b1d0be57cfe0a21b0,492,39,3,0.478,0.473,0.567,0.633,TRUE,TRUE,0.415929204,2
4204dc3a11678c6b1d0be57cfe0a21b0,492,40,5,0.657,0.588,0.567,0.633,TRUE,TRUE,0.244635193,4
4204dc3a11678c6b1d0be57cfe0a21b0,492,128,4,0.509,0.457,0.567,0.633,TRUE,TRUE,0.417391304,2
4346ad94c2790cac390e684155a2ecba,439,1,4,0.358,0.261,0.533,0.333,TRUE,FALSE,0.504424779,1
4346ad94c2790cac390e684155a2ecba,439,3,1,0.404,0.462,0.533,0.333,TRUE,TRUE,0.391111111,2
4346ad94c2790cac390e684155a2ecba,439,5,2,0.412,0.389,0.533,0.333,TRUE,TRUE,0.469026549,2
4346ad94c2790cac390e684155a2ecba,439,12,3,0.326,0.121,0.533,0.333,TRUE,FALSE,0.602678571,1
4346ad94c2790cac390e684155a2ecba,439,13,15,0.794,0.382,0.533,0.333,TRUE,FALSE,0.167381974,5
4346ad94c2790cac390e684155a2ecba,439,232,1,0.688,0.307,0.533,0.333,TRUE,TRUE,0.277056277,3
4346ad94c2790cac390e684155a2ecba,439,233,1,0.425,0.381,0.533,0.333,TRUE,TRUE,0.424778761,2
4346ad94c2790cac390e684155a2ecba,439,234,1,0.524,0.317,0.533,0.333,TRUE,TRUE,0.365638767,2
4346ad94c2790cac390e684155a2ecba,439,235,2,0.379,0.507,0.533,0.333,TRUE,TRUE,0.396475771,2
4346ad94c2790cac390e684155a2ecba,439,236,1,0.518,0.319,0.533,0.333,TRUE,TRUE,0.39380531,2
4346ad94c2790cac390e684155a2ecba,487,17,1,0.268,0.177,0.533,0.333,TRUE,TRUE,0.660287081,1
4346ad94c2790cac390e684155a2ecba,487,20,4,0.413,0.567,0.533,0.333,TRUE,TRUE,0.326923077,3
4346ad94c2790cac390e684155a2ecba,487,21,1,0.254,0.196,0.533,0.333,TRUE,TRUE,0.636363636,1
4346ad94c2790cac390e684155a2ecba,487,22,8,0.559,0.275,0.533,0.333,TRUE,FALSE,0.397058824,2
4346ad94c2790cac390e684155a2ecba,487,24,2,0.65,0.601,0.533,0.333,TRUE,TRUE,0.215246637,4
4346ad94c2790cac390e684155a2ecba,487,25,8,0.545,0.592,0.533,0.333,TRUE,FALSE,0.303317536,3
4346ad94c2790cac390e684155a2ecba,487,28,7,0.538,0.423,0.533,0.333,TRUE,FALSE,0.355769231,2
4346ad94c2790cac390e684155a2ecba,487,100,3,0.667,0.306,0.533,0.333,TRUE,TRUE,0.300925926,2
4346ad94c2790cac390e684155a2ecba,487,101,3,0.692,0.748,0.533,0.333,TRUE,TRUE,0.130841121,6
4346ad94c2790cac390e684155a2ecba,487,102,22,0.756,0.598,0.533,0.333,TRUE,FALSE,0.205741627,6
4346ad94c2790cac390e684155a2ecba,492,31,1,0.409,0.342,0.533,0.333,TRUE,TRUE,0.502222222,1
4346ad94c2790cac390e684155a2ecba,492,32,4,0.586,0.359,0.533,0.333,TRUE,TRUE,0.368181818,3.5
4346ad94c2790cac390e684155a2ecba,492,33,7,0.552,0.363,0.533,0.333,TRUE,FALSE,0.399103139,2
4346ad94c2790cac390e684155a2ecba,492,34,4,0.563,0.441,0.533,0.333,TRUE,TRUE,0.389671362,2
4346ad94c2790cac390e684155a2ecba,492,36,3,0.515,0.423,0.533,0.333,TRUE,TRUE,0.392070485,2
4346ad94c2790cac390e684155a2ecba,492,37,4,0.528,0.386,0.533,0.333,TRUE,TRUE,0.386266094,2
4346ad94c2790cac390e684155a2ecba,492,38,1,0.591,0.622,0.533,0.333,TRUE,TRUE,0.304347826,4
4346ad94c2790cac390e684155a2ecba,492,39,1,0.478,0.473,0.533,0.333,TRUE,TRUE,0.415929204,2
4346ad94c2790cac390e684155a2ecba,492,40,16,0.657,0.588,0.533,0.333,TRUE,FALSE,0.244635193,4
4346ad94c2790cac390e684155a2ecba,492,128,1,0.509,0.457,0.533,0.333,TRUE,TRUE,0.417391304,2
43a87a86ea9aee0255325e2865d6b503,439,1,3,0.358,0.261,0.833,0.5,TRUE,FALSE,0.504424779,1
43a87a86ea9aee0255325e2865d6b503,439,3,7,0.404,0.462,0.833,0.5,TRUE,FALSE,0.391111111,2
43a87a86ea9aee0255325e2865d6b503,439,5,1,0.412,0.389,0.833,0.5,TRUE,TRUE,0.469026549,2
43a87a86ea9aee0255325e2865d6b503,439,12,6,0.326,0.121,0.833,0.5,TRUE,FALSE,0.602678571,1
43a87a86ea9aee0255325e2865d6b503,439,13,16,0.794,0.382,0.833,0.5,TRUE,FALSE,0.167381974,5
43a87a86ea9aee0255325e2865d6b503,439,232,3,0.688,0.307,0.833,0.5,TRUE,TRUE,0.277056277,3
43a87a86ea9aee0255325e2865d6b503,439,233,2,0.425,0.381,0.833,0.5,TRUE,TRUE,0.424778761,2
43a87a86ea9aee0255325e2865d6b503,439,234,6,0.524,0.317,0.833,0.5,TRUE,FALSE,0.365638767,2
43a87a86ea9aee0255325e2865d6b503,439,235,2,0.379,0.507,0.833,0.5,TRUE,TRUE,0.396475771,2
43a87a86ea9aee0255325e2865d6b503,439,236,4,0.518,0.319,0.833,0.5,TRUE,TRUE,0.39380531,2
43a87a86ea9aee0255325e2865d6b503,487,17,11,0.268,0.177,0.833,0.5,TRUE,FALSE,0.660287081,1
43a87a86ea9aee0255325e2865d6b503,487,20,8,0.413,0.567,0.833,0.5,TRUE,FALSE,0.326923077,3
43a87a86ea9aee0255325e2865d6b503,487,21,2,0.254,0.196,0.833,0.5,TRUE,TRUE,0.636363636,1
43a87a86ea9aee0255325e2865d6b503,487,22,3,0.559,0.275,0.833,0.5,TRUE,TRUE,0.397058824,2
43a87a86ea9aee0255325e2865d6b503,487,24,31,0.65,0.601,0.833,0.5,TRUE,FALSE,0.215246637,4
43a87a86ea9aee0255325e2865d6b503,487,25,5,0.545,0.592,0.833,0.5,TRUE,TRUE,0.303317536,3
43a87a86ea9aee0255325e2865d6b503,487,28,12,0.538,0.423,0.833,0.5,TRUE,FALSE,0.355769231,2
43a87a86ea9aee0255325e2865d6b503,487,100,2,0.667,0.306,0.833,0.5,TRUE,TRUE,0.300925926,2
43a87a86ea9aee0255325e2865d6b503,487,101,5,0.692,0.748,0.833,0.5,TRUE,TRUE,0.130841121,6
43a87a86ea9aee0255325e2865d6b503,487,102,7,0.756,0.598,0.833,0.5,TRUE,TRUE,0.205741627,6
43a87a86ea9aee0255325e2865d6b503,492,31,1,0.409,0.342,0.833,0.5,TRUE,TRUE,0.502222222,1
43a87a86ea9aee0255325e2865d6b503,492,32,12,0.586,0.359,0.833,0.5,TRUE,FALSE,0.368181818,3.5
43a87a86ea9aee0255325e2865d6b503,492,33,3,0.552,0.363,0.833,0.5,TRUE,TRUE,0.399103139,2
43a87a86ea9aee0255325e2865d6b503,492,34,1,0.563,0.441,0.833,0.5,TRUE,TRUE,0.389671362,2
43a87a86ea9aee0255325e2865d6b503,492,36,1,0.515,0.423,0.833,0.5,TRUE,TRUE,0.392070485,2
43a87a86ea9aee0255325e2865d6b503,492,37,7,0.528,0.386,0.833,0.5,TRUE,FALSE,0.386266094,2
43a87a86ea9aee0255325e2865d6b503,492,38,13,0.591,0.622,0.833,0.5,TRUE,FALSE,0.304347826,4
43a87a86ea9aee0255325e2865d6b503,492,39,4,0.478,0.473,0.833,0.5,TRUE,TRUE,0.415929204,2
43a87a86ea9aee0255325e2865d6b503,492,40,6,0.657,0.588,0.833,0.5,TRUE,TRUE,0.244635193,4
43a87a86ea9aee0255325e2865d6b503,492,128,21,0.509,0.457,0.833,0.5,TRUE,FALSE,0.417391304,2
4479d4f0fe2b922b8ab8875c429c0a72,439,1,3,0.358,0.261,0.619,0.333,TRUE,FALSE,0.504424779,1
4479d4f0fe2b922b8ab8875c429c0a72,439,3,1,0.404,0.462,0.619,0.333,TRUE,TRUE,0.391111111,2
4479d4f0fe2b922b8ab8875c429c0a72,439,5,6,0.412,0.389,0.619,0.333,TRUE,FALSE,0.469026549,2
4479d4f0fe2b922b8ab8875c429c0a72,439,12,2,0.326,0.121,0.619,0.333,TRUE,TRUE,0.602678571,1
4479d4f0fe2b922b8ab8875c429c0a72,439,13,3,0.794,0.382,0.619,0.333,TRUE,TRUE,0.167381974,5
4479d4f0fe2b922b8ab8875c429c0a72,439,232,2,0.688,0.307,0.619,0.333,TRUE,TRUE,0.277056277,3
4479d4f0fe2b922b8ab8875c429c0a72,439,233,3,0.425,0.381,0.619,0.333,TRUE,TRUE,0.424778761,2
4479d4f0fe2b922b8ab8875c429c0a72,439,234,2,0.524,0.317,0.619,0.333,TRUE,TRUE,0.365638767,2
4479d4f0fe2b922b8ab8875c429c0a72,439,235,4,0.379,0.507,0.619,0.333,TRUE,TRUE,0.396475771,2
4479d4f0fe2b922b8ab8875c429c0a72,439,236,3,0.518,0.319,0.619,0.333,TRUE,TRUE,0.39380531,2
4479d4f0fe2b922b8ab8875c429c0a72,487,24,2,0.65,0.601,0.619,0.333,FALSE,FALSE,0.215246637,4
4479d4f0fe2b922b8ab8875c429c0a72,492,31,1,0.409,0.342,0.619,0.333,TRUE,TRUE,0.502222222,1
4479d4f0fe2b922b8ab8875c429c0a72,492,32,1,0.586,0.359,0.619,0.333,TRUE,TRUE,0.368181818,3.5
4479d4f0fe2b922b8ab8875c429c0a72,492,33,1,0.552,0.363,0.619,0.333,TRUE,TRUE,0.399103139,2
4479d4f0fe2b922b8ab8875c429c0a72,492,34,1,0.563,0.441,0.619,0.333,TRUE,TRUE,0.389671362,2
4479d4f0fe2b922b8ab8875c429c0a72,492,36,1,0.515,0.423,0.619,0.333,TRUE,TRUE,0.392070485,2
4479d4f0fe2b922b8ab8875c429c0a72,492,37,4,0.528,0.386,0.619,0.333,TRUE,TRUE,0.386266094,2
4479d4f0fe2b922b8ab8875c429c0a72,492,38,4,0.591,0.622,0.619,0.333,TRUE,TRUE,0.304347826,4
4479d4f0fe2b922b8ab8875c429c0a72,492,39,1,0.478,0.473,0.619,0.333,TRUE,TRUE,0.415929204,2
4479d4f0fe2b922b8ab8875c429c0a72,492,40,7,0.657,0.588,0.619,0.333,TRUE,TRUE,0.244635193,4
4479d4f0fe2b922b8ab8875c429c0a72,492,128,9,0.509,0.457,0.619,0.333,TRUE,FALSE,0.417391304,2
44e55ed981c434536b85d307e6215b26,487,24,22,0.65,0.601,0.833,0.917,TRUE,FALSE,0.215246637,4
44e55ed981c434536b85d307e6215b26,487,100,2,0.667,0.306,0.833,0.917,TRUE,TRUE,0.300925926,2
44e55ed981c434536b85d307e6215b26,487,101,12,0.692,0.748,0.833,0.917,FALSE,FALSE,0.130841121,6
44e55ed981c434536b85d307e6215b26,492,31,9,0.409,0.342,0.833,0.917,TRUE,FALSE,0.502222222,1
44e55ed981c434536b85d307e6215b26,492,32,3,0.586,0.359,0.833,0.917,TRUE,TRUE,0.368181818,3.5
44e55ed981c434536b85d307e6215b26,492,33,20,0.552,0.363,0.833,0.917,TRUE,FALSE,0.399103139,2
44e55ed981c434536b85d307e6215b26,492,36,14,0.515,0.423,0.833,0.917,TRUE,FALSE,0.392070485,2
44e55ed981c434536b85d307e6215b26,492,37,22,0.528,0.386,0.833,0.917,TRUE,FALSE,0.386266094,2
44e55ed981c434536b85d307e6215b26,492,38,21,0.591,0.622,0.833,0.917,TRUE,FALSE,0.304347826,4
